,Idade,Genero,Estados,Cargo,Carreira,Faixa salarial,Experiencia,Raça
927,24.0,Masculino,Rio Grande do Sul (RS),Outra opção,Júnior,2500.0,Até 2 anos,Parda
928,31.0,Masculino,Rio de Janeiro (RJ),,,18000.0,de 7 a 10 anos,Branca
929,25.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,Até 2 anos,Parda
930,28.0,Masculino,Paraná (PR),Analista de Dados,Sênior,5000.0,de 4 a 6 anos,Branca
931,28.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca
932,58.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,Mais de 10 anos,Amarela
933,26.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca
934,25.0,Feminino,Minas Gerais (MG),,,10000.0,de 3 a 4 anos,Branca
935,34.0,Feminino,Rio Grande do Norte (RN),Cientista de dados,Pleno,10000.0,Até 2 anos,Preta
936,41.0,Masculino,Distrito Federal (DF),Outra opção,Sênior,27500.0,Mais de 10 anos,Branca
937,28.0,Masculino,Paraná (PR),,,10000.0,de 4 a 6 anos,Branca
938,24.0,Masculino,Espírito Santo (ES),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Preta
939,30.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
940,30.0,Feminino,Minas Gerais (MG),Outra opção,Sênior,10000.0,Até 2 anos,Branca
941,37.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Pleno,14000.0,Até 2 anos,Branca
942,33.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,5000.0,de 4 a 6 anos,Branca
943,34.0,Masculino,,,,22500.0,Mais de 10 anos,Branca
944,28.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca
945,34.0,Masculino,Rio Grande do Sul (RS),,,27500.0,de 4 a 6 anos,Branca
946,,,,,,,,
947,50.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,22500.0,Mais de 10 anos,Parda
948,30.0,Feminino,Minas Gerais (MG),,,,,Branca
949,22.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
950,46.0,Feminino,São Paulo (SP),,,,,Parda
951,40.0,Feminino,,,,,,Branca
952,,,,,,,,
953,19.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca
954,31.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca
955,23.0,Feminino,Bahia (BA),,,,,Parda
956,51.0,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Branca
957,26.0,Feminino,Minas Gerais (MG),Outra opção,Júnior,2500.0,Até 2 anos,Parda
958,31.0,Masculino,Minas Gerais (MG),,,14000.0,de 4 a 6 anos,Branca
959,24.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,5000.0,Até 2 anos,Branca
960,27.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Parda
961,28.0,Masculino,São Paulo (SP),,,,,Branca
962,27.0,Feminino,Rio de Janeiro (RJ),Analista de BI,Júnior,1500.0,Até 2 anos,Preta
963,23.0,Feminino,Rio Grande do Sul (RS),Analista de BI,Júnior,3500.0,Até 2 anos,Branca
964,37.0,Masculino,Rondônia (RO),Outra opção,Pleno,2500.0,de 3 a 4 anos,Parda
965,32.0,Feminino,São Paulo (SP),Cientista de dados,Júnior,1500.0,Até 2 anos,Branca
966,28.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,22500.0,de 4 a 6 anos,Não informado
967,37.0,Masculino,Ceará (CE),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca
968,36.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca
969,23.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Parda
970,37.0,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Branca
971,30.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,14000.0,de 3 a 4 anos,Branca
972,31.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,7000.0,Até 2 anos,Branca
973,28.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
974,26.0,Masculino,São Paulo (SP),Analista de BI,Pleno,3500.0,Até 2 anos,Branca
975,28.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,27500.0,de 3 a 4 anos,Parda
976,31.0,Feminino,São Paulo (SP),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca
977,47.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,2500.0,de 4 a 6 anos,Parda
978,31.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Até 2 anos,Branca
979,30.0,Feminino,Distrito Federal (DF),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Parda
980,44.0,Masculino,Minas Gerais (MG),Outra opção,Sênior,14000.0,de 3 a 4 anos,Branca
981,19.0,Masculino,São Paulo (SP),,,,,Parda
982,35.0,Masculino,Mato Grosso do Sul (MS),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Amarela
983,28.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,2500.0,Até 2 anos,Parda
984,31.0,Feminino,Paraná (PR),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
985,25.0,Masculino,Mato Grosso do Sul (MS),Cientista de dados,Júnior,3500.0,Até 2 anos,Branca
986,25.0,Feminino,Minas Gerais (MG),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
987,48.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Mais de 10 anos,Branca
988,30.0,Masculino,Amazonas (AM),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Preta
989,41.0,Masculino,Pernambuco (PE),,,27500.0,de 4 a 6 anos,Branca
990,31.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,22500.0,Mais de 10 anos,Indígena
991,60.0,Masculino,,,,18000.0,Até 2 anos,Branca
992,41.0,Masculino,Minas Gerais (MG),,,,,Branca
993,28.0,Masculino,Minas Gerais (MG),,,10000.0,de 4 a 6 anos,Preta
994,42.0,Masculino,Pernambuco (PE),,,10000.0,Mais de 10 anos,Branca
995,33.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca
996,26.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,Até 2 anos,Branca
997,34.0,Masculino,Paraná (PR),Engenheiro de dados,Júnior,2500.0,Até 2 anos,Parda
998,22.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Amarela
999,36.0,Masculino,Paraná (PR),Cientista de dados,Sênior,18000.0,Mais de 10 anos,Branca
1000,,,,,,,,
1001,26.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
1002,24.0,Masculino,Paraná (PR),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
1003,32.0,Feminino,Rio de Janeiro (RJ),Outra opção,Pleno,27500.0,de 3 a 4 anos,Branca
1004,18.0,Masculino,São Paulo (SP),,,,,Branca
1005,37.0,Masculino,São Paulo (SP),,,35000.0,de 7 a 10 anos,Branca
1006,40.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,22500.0,Mais de 10 anos,Branca
1007,53.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Parda
1008,51.0,Masculino,São Paulo (SP),,,,,Preta
1009,31.0,Masculino,Espírito Santo (ES),Engenheiro de dados,Júnior,7000.0,Até 2 anos,Branca
1010,,,,,,,,
1011,37.0,Feminino,Santa Catarina (SC),,,14000.0,Mais de 10 anos,Branca
1012,39.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Sênior,35000.0,Mais de 10 anos,Parda
1013,26.0,Feminino,Distrito Federal (DF),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
1014,26.0,Feminino,Paraná (PR),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
1015,21.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,1500.0,Até 2 anos,Parda
1016,33.0,Masculino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Amarela
1017,32.0,Masculino,Santa Catarina (SC),,,10000.0,Até 2 anos,Branca
1018,29.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Preta
1019,35.0,Masculino,,,,22500.0,Mais de 10 anos,Branca
1020,33.0,Masculino,Goiás (GO),Outra opção,Júnior,10000.0,Até 2 anos,Branca
1021,40.0,Masculino,São Paulo (SP),,,27500.0,de 4 a 6 anos,Branca
1022,33.0,Feminino,São Paulo (SP),,,,,Branca
1023,35.0,Feminino,São Paulo (SP),,,1000.0,Até 2 anos,Branca
1024,26.0,Masculino,Distrito Federal (DF),Analista de BI,Pleno,5000.0,Até 2 anos,Não informado
1025,31.0,Masculino,Bahia (BA),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Parda
1026,35.0,Masculino,São Paulo (SP),Analista de BI,Sênior,14000.0,Mais de 10 anos,Parda
1027,28.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca
1028,21.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
1029,36.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,7000.0,Até 2 anos,Parda
1030,33.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Pleno,14000.0,Até 2 anos,Branca
1031,29.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca
1032,38.0,Masculino,Distrito Federal (DF),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca
1033,36.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca
1034,46.0,Masculino,Minas Gerais (MG),,,,,Branca
1035,31.0,Masculino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Branca
1036,30.0,Masculino,Paraíba (PB),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca
1037,29.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
1038,23.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
1039,27.0,Masculino,Ceará (CE),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Parda
1040,45.0,Masculino,São Paulo (SP),,,7000.0,Mais de 10 anos,Branca
1041,,,,,,,,
1042,32.0,Feminino,Minas Gerais (MG),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Preta
1043,25.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca
1044,21.0,Masculino,Pernambuco (PE),Outra opção,Júnior,2500.0,Até 2 anos,Branca
1045,29.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,10000.0,Até 2 anos,Branca
1046,32.0,Masculino,Minas Gerais (MG),Outra opção,Sênior,14000.0,de 3 a 4 anos,Branca
1047,27.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Parda
1048,33.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,22500.0,de 4 a 6 anos,Branca
1049,27.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,5000.0,Até 2 anos,Parda
1050,26.0,Masculino,Paraná (PR),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca
1051,28.0,Masculino,Rio Grande do Sul (RS),,,14000.0,de 7 a 10 anos,Parda
1052,34.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
1053,22.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca
1054,33.0,Masculino,São Paulo (SP),Outra opção,Sênior,7000.0,de 4 a 6 anos,Branca
1055,34.0,Masculino,Distrito Federal (DF),Cientista de dados,Pleno,18000.0,de 3 a 4 anos,Branca
1056,26.0,Feminino,São Paulo (SP),Analista de BI,Pleno,10000.0,de 3 a 4 anos,Branca
1057,28.0,Feminino,Mato Grosso do Sul (MS),Analista de BI,Júnior,2500.0,Até 2 anos,Branca
1058,38.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Branca
1059,33.0,Feminino,São Paulo (SP),,,22500.0,de 7 a 10 anos,Branca
1060,24.0,Masculino,São Paulo (SP),Analista de BI,Júnior,3500.0,Até 2 anos,Preta
1061,35.0,Feminino,Rio de Janeiro (RJ),Cientista de dados,Sênior,18000.0,de 3 a 4 anos,Parda
1062,51.0,Masculino,São Paulo (SP),Outra opção,Sênior,40000.0,Mais de 10 anos,Branca
1063,23.0,Masculino,Paraná (PR),,,3500.0,Até 2 anos,Branca
1064,44.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
1065,24.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca
1066,58.0,Masculino,Santa Catarina (SC),,,,,Branca
1067,29.0,Feminino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Parda
1068,28.0,Masculino,Ceará (CE),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca
1069,,,,,,,,
1070,25.0,Masculino,Paraná (PR),Outra opção,Sênior,7000.0,Até 2 anos,Branca
1071,24.0,Masculino,Mato Grosso (MT),,,5000.0,Até 2 anos,Parda
1072,23.0,Masculino,Santa Catarina (SC),Analista de BI,Pleno,3500.0,Até 2 anos,Branca
1073,31.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,3500.0,Até 2 anos,Preta
1074,29.0,Masculino,Espírito Santo (ES),Analista de BI,Pleno,7000.0,de 4 a 6 anos,Parda
1075,32.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
1076,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,7000.0,de 4 a 6 anos,Amarela
1077,34.0,Feminino,Bahia (BA),Outra opção,Pleno,2500.0,Até 2 anos,Preta
1078,32.0,Feminino,Distrito Federal (DF),,,14000.0,de 7 a 10 anos,Parda
1079,39.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,7000.0,de 7 a 10 anos,Parda
1080,30.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Branca
1081,26.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
1082,21.0,Masculino,Paraná (PR),,,,,Branca
1083,33.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
1084,30.0,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Preta
1085,24.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Júnior,1000.0,Até 2 anos,Branca
1086,24.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,5000.0,de 3 a 4 anos,Branca
1087,33.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca
1088,27.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
1089,26.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
1090,25.0,Feminino,Bahia (BA),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca
1091,32.0,Feminino,Rio Grande do Sul (RS),Engenheiro de dados,Júnior,1000.0,Até 2 anos,Branca
1092,33.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
1093,24.0,Feminino,Minas Gerais (MG),,,,,Preta
1094,26.0,Feminino,Ceará (CE),Analista de BI,Pleno,5000.0,Até 2 anos,Branca
1095,,,,,,,,
1096,24.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca
1097,,,,,,,,
1098,28.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,7000.0,de 4 a 6 anos,Branca
1099,27.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
1100,32.0,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Branca
1101,48.0,Masculino,São Paulo (SP),,,10000.0,Mais de 10 anos,Parda
1102,25.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca
1103,26.0,Masculino,São Paulo (SP),,,2500.0,Até 2 anos,Branca
1104,29.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
1105,36.0,Masculino,São Paulo (SP),,,27500.0,de 7 a 10 anos,Branca
1106,26.0,Masculino,São Paulo (SP),,,,,Branca
1107,54.0,Masculino,São Paulo (SP),,,,,Parda
1108,37.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,18000.0,Mais de 10 anos,Branca
1109,33.0,Masculino,São Paulo (SP),,,35000.0,de 4 a 6 anos,Branca
1110,35.0,Masculino,Rio Grande do Sul (RS),Outra opção,Sênior,10000.0,de 4 a 6 anos,Branca
1111,52.0,Feminino,Pernambuco (PE),,,,,Branca
1112,45.0,Masculino,Bahia (BA),Analista de Dados,Pleno,7000.0,de 4 a 6 anos,Branca
1113,26.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Parda
1114,29.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,10000.0,de 7 a 10 anos,Branca
1115,26.0,Masculino,Ceará (CE),Cientista de dados,Júnior,5000.0,de 3 a 4 anos,Branca
1116,28.0,Feminino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
1117,40.0,Masculino,Rio de Janeiro (RJ),,,22500.0,Mais de 10 anos,Parda
1118,35.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Amarela
1119,28.0,Masculino,Bahia (BA),,,10000.0,de 4 a 6 anos,Preta
1120,33.0,Masculino,Goiás (GO),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
1121,34.0,Masculino,Pernambuco (PE),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Parda
1122,35.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca
1123,32.0,Feminino,São Paulo (SP),Outra opção,Pleno,7000.0,Até 2 anos,Branca
1124,30.0,Feminino,São Paulo (SP),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca
1125,30.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Preta
1126,26.0,Masculino,São Paulo (SP),Analista de BI,Pleno,10000.0,Até 2 anos,Branca
1127,24.0,Masculino,Minas Gerais (MG),,,,,Branca
1128,29.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Parda
1129,30.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,22500.0,de 3 a 4 anos,Branca
1130,27.0,Feminino,Pernambuco (PE),Analista de BI,Júnior,2500.0,Até 2 anos,Parda
1131,26.0,Masculino,Espírito Santo (ES),Analista de BI,Sênior,10000.0,de 4 a 6 anos,Branca
1132,22.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca
1133,35.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 7 a 10 anos,Branca
1134,40.0,Masculino,Goiás (GO),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca
1135,49.0,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
1136,31.0,Feminino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Branca
1137,34.0,Feminino,Rio Grande do Sul (RS),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Parda
1138,27.0,Masculino,São Paulo (SP),Outra opção,Pleno,7000.0,Até 2 anos,Branca
1139,30.0,Feminino,Paraná (PR),Analista de BI,Pleno,7000.0,Até 2 anos,Branca
1140,38.0,Masculino,Paraná (PR),,,18000.0,de 7 a 10 anos,Amarela
1141,27.0,Feminino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
1142,27.0,Feminino,São Paulo (SP),,,14000.0,de 7 a 10 anos,Branca
1143,31.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca
1144,47.0,Masculino,Bahia (BA),Engenheiro de dados,Sênior,10000.0,Até 2 anos,Parda
1145,24.0,Masculino,Rio Grande do Norte (RN),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca
1146,25.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
1147,38.0,Masculino,Pernambuco (PE),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca
1148,26.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Preta
1149,30.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca
1150,36.0,Masculino,São Paulo (SP),,,14000.0,Até 2 anos,Branca
1151,37.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Parda
1152,35.0,Masculino,Minas Gerais (MG),,,14000.0,de 7 a 10 anos,Branca
1153,36.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
1154,46.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Pleno,14000.0,Até 2 anos,Branca
1155,42.0,Masculino,Rio de Janeiro (RJ),,,40000.0,Mais de 10 anos,Branca
1156,36.0,Masculino,,,,27500.0,Mais de 10 anos,Preta
1157,32.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,3500.0,Até 2 anos,Parda
1158,44.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,10000.0,Até 2 anos,Branca
1159,36.0,Feminino,São Paulo (SP),,,18000.0,de 3 a 4 anos,Branca
1160,27.0,Masculino,São Paulo (SP),Outra opção,Pleno,7000.0,de 3 a 4 anos,Branca
1161,34.0,Feminino,São Paulo (SP),,,35000.0,Mais de 10 anos,Preta
1162,20.0,Feminino,Santa Catarina (SC),Analista de BI,Júnior,1500.0,Até 2 anos,Branca
1163,28.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
1164,32.0,Masculino,Paraná (PR),Analista de BI,Júnior,5000.0,Até 2 anos,Parda
1165,27.0,Feminino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Preta
1166,26.0,Masculino,Minas Gerais (MG),Outra opção,Sênior,7000.0,Até 2 anos,Branca
1167,24.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca
1168,46.0,Feminino,Minas Gerais (MG),,,,,Branca
1169,32.0,Feminino,São Paulo (SP),Analista de BI,Júnior,2500.0,Até 2 anos,Parda
1170,22.0,Masculino,Paraíba (PB),Cientista de dados,Pleno,5000.0,de 4 a 6 anos,Parda
1171,26.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
1172,41.0,Feminino,Rio Grande do Sul (RS),,,18000.0,Mais de 10 anos,Preta
1173,26.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
1174,22.0,Masculino,São Paulo (SP),Analista de BI,Júnior,3500.0,Até 2 anos,Branca
1175,40.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,14000.0,de 4 a 6 anos,Branca
1176,36.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca
1177,31.0,Feminino,Minas Gerais (MG),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Parda
1178,30.0,Masculino,Ceará (CE),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Preta
1179,44.0,Masculino,São Paulo (SP),Outra opção,Pleno,7000.0,de 3 a 4 anos,Parda
1180,45.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 7 a 10 anos,Branca
1181,39.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
1182,45.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,14000.0,Mais de 10 anos,Parda
1183,51.0,Masculino,São Paulo (SP),,,,,Parda
1184,32.0,Masculino,São Paulo (SP),,,,,Branca
1185,37.0,Feminino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Preta
1186,28.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,de 3 a 4 anos,Parda
1187,27.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca
1188,36.0,Masculino,Rio Grande do Sul (RS),,,18000.0,Até 2 anos,Branca
1189,51.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca
1190,27.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,de 3 a 4 anos,Branca
1191,27.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Parda
1192,24.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,3500.0,Até 2 anos,Branca
1193,33.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,5000.0,Até 2 anos,Parda
1194,40.0,Masculino,São Paulo (SP),Analista de BI,Sênior,7000.0,Até 2 anos,Branca
1195,22.0,Masculino,Distrito Federal (DF),Analista de BI,Júnior,2500.0,Até 2 anos,Branca
1196,27.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,7000.0,Até 2 anos,Branca
1197,25.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Branca
